repo,pr_ID,suggestion,bassist_comment,comment_text,comment_code,action,response_time,url
b'PyGithub/PyGithub',1784,False,False,"b'This can now be `f""refs/heads/{self.head.ref}""`'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600128023
b'PyGithub/PyGithub',1784,False,False,"b'False is implied, just self.delete_branch()'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600128193
b'PyGithub/PyGithub',1784,False,False,"b""Does it, though? We call delete() on that, so surely it's bool""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600128591
b'PyGithub/PyGithub',1784,False,False,"b'Same comment as above, we call a method to do the work here.'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600128737
b'PyGithub/PyGithub',1784,False,False,"b""Personally, I'd prefer:\r\n\r\n```\r\nif not force:\r\n    <check remaining PRs>\r\nreturn self.head.repo.get_git_ref...\r\n```""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600129109
b'PyGithub/PyGithub',1784,False,False,b'Can also be an f-string now',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600129214
b'PyGithub/PyGithub',1784,False,False,"b""with self.assertRaises(github.GithubException) ...   which also means you don't need the import at the top""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600129491
b'PyGithub/PyGithub',1784,False,False,b'assertIs when checking against None',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r600131712
b'PyGithub/PyGithub',1784,False,False,b'Convenience function that calls :meth:`Repository.create_git_ref`',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806623
b'PyGithub/PyGithub',1784,False,False,b'As above',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806639
b'PyGithub/PyGithub',1784,False,False,b'This branch is no longer required.',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806657
b'PyGithub/PyGithub',1784,False,False,"b""Are any PRs linked to a force deleted branch also deleted? I'd be interested to see if that is the case.""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806767
b'PyGithub/PyGithub',1784,False,False,"b'github is always injected into the test classes, you can drop this import.'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806811
b'PyGithub/PyGithub',1784,False,False,"b""Check the raised exception data once, I don't see the need to repeat it everywhere.""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r602806872
b'PyGithub/PyGithub',1784,False,False,"b'Understood, would you say we remove line 421 or remove lines 422-429?'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r603479355
b'PyGithub/PyGithub',1784,False,False,"b'Yes, a PR with the head ref being the branch that is deleted gets closed.'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r603483025
b'PyGithub/PyGithub',1784,False,False,b'Oops.. I tested with the branch of this PR \xf0\x9f\xa4\xa6 ',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r603484088
b'PyGithub/PyGithub',1784,False,False,b'Removing this line causes the test cases in this file to fail. See https://github.com/PyGithub/PyGithub/actions/runs/698739235',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r603501940
b'PyGithub/PyGithub',1784,False,False,b'Missing `.pyi` file API addition',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1218170338
b'PyGithub/PyGithub',1784,False,False,b'Missing `.pyi` file API modification',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1218170620
b'PyGithub/PyGithub',1784,False,False,b'Missing `.pyi` file API addition',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1218170731
b'PyGithub/PyGithub',1784,True,False,b' - CODE - ',"b'delete_branch=False,'",Ignored/Rejected,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1244807292
b'PyGithub/PyGithub',1784,False,False,"b""To be honest, I don't like adding this side-effect here. Given we have `delete_branch`, it is very easy for users to delete the branch with a single line after `merge` returned. When more pull requests remain, `delete_branch` raises an error and call site does not get the successful `PullRequestMergeStatus` response.""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1244815162
b'PyGithub/PyGithub',1784,True,False,"b'I would not call this `AttributeError`, because the values of the attributes are right, This is more a `RuntimeError`, as `delete_branch(force=False)` should not be called as long as there exist pull requests. - CODE - '","b'raise RuntimeError(\n                    ""This branch is referenced by open pull requests, set force=True to delete this branch.""\n                )\n```'",Ignored/Rejected,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1244821525
b'PyGithub/PyGithub',1784,False,False,b'Please add some notes on the semantics of `force`.',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1244823030
b'PyGithub/PyGithub',1784,True,False,b'Why this assertion? - CODE - ',b'self.delete_restore_pull.delete_branch(force=False)\n```',Ignored/Rejected,No Reaction,https://github.com/PyGithub/PyGithub/pull/1784#discussion_r1244831624
b'PyGithub/PyGithub',1676,False,False,"b'List[] including the types, such as List[str], please.'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r481704246
b'PyGithub/PyGithub',1676,False,False,"b'Can we have a better name, such as OrganizationAuthorization?'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r481705556
b'PyGithub/PyGithub',1676,False,False,"b""You also need to test delete, but I'd also prefer we return something so we can verify the returned attributes.""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r481705848
b'PyGithub/PyGithub',1676,False,False,b'space in the email address.',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r481706360
b'PyGithub/PyGithub',1676,False,False,"b'I will need to wait in that case, since the only Organization I have available at the moment,with SAML SSO, is private. I can not display the credentials list in the --record. I will ask GitHub sales for a trial for Entreprise Org hosted on GitHub.'",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r484069993
b'PyGithub/PyGithub',1676,False,False,"b""list of :class:`github.AuthorizationOrganization.AuthorizationOrganization`_\r\n\r\n(I'm not certain of the formatting, but roughly that, please)""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r512400756
b'PyGithub/PyGithub',1676,False,False,b'The return type is not None.',No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r512400964
b'PyGithub/PyGithub',1676,False,False,"b""I'd like more detail here, along with a link to the documentation of the object.""",No Code,-,No Reaction,https://github.com/PyGithub/PyGithub/pull/1676#discussion_r512401210
